
'-P5 M2',5
'-M2 P4 M2 M2',1
'P8 -M2',1
'm2 M2 -M2 P1',1
'm2 M2 M2',4
'-m3 m2 -m2 m2',1
'M2 M2 -M2',5
'm2 M2 M2 m2',1
'-P4 m2',1
'P4 M2 m2 -P5',1
'-M2 M2 -M2',4
'm2 P1 M2',1
'-m2 -M2 m3',2
'm2 -m3',9
'm2 -m2 P4',1
'm3 -M2',1
'M2 -M2 P1',1
'm2 -P5 P5 M3',1
'P1 -m6',1
'-M3 M2 M2',5
'P4 M2',3
'-M2 m3 -P5',1
'm2 M2 -P4',2
'M2 -P5 P4 -m2',1
'M2 m2 M2 M2',4
'M2 m2 -m3',3
'M2 m2 -m3 -M2',2
'M2 -m3 m2 -m2',1
'-m3 -M2 m2',1
'm2 M2 -m3',3
'M2 M2 -P4',1
'M2 m2 -P5 -m2',1
'M2 -M2 -m2 -M3',1
'M3 P1',1
'm2 -m3 P1 M2',1
'P8 M2 -m3',1
'P5 M2',1
'-M2 m3 -P5 P8',1
'-m2 -M2 P5 m3',1
'-M2 m3 -m2 -M2',1
'-M2 P1 -m2',2
'm3 -m2 m2',1
'-m3 m2 -P5 M2',1
'M2 -P4 m3',1
'-M3 P5 -m3 m3',1
'-M2 -m2 -M2',8
'm2 -m2 m3 M2',1
'M2 m2 -P5 M2',1
'-M2 -m3',5
'-m3 m2',7
'M2 -P4 m2 P1',1
'P4 -P5',1
'M2 -M3 M2',6
'M2 M2 -M2 M2',1
'P4 M2 M2',2
'-m3 -M2 P5',1
'M2 M2 -P5 P4',1
'm3 -m2',10
'm2 -m3 -M2',3
'M2 m3 -M2',1
'-P5 P8',2
'-M3 m3 -m2 -M3',1
'-M2 M2 m2 -m3',1
'-m2 m3 M2',1
'M2 -P5 P8',1
'-m3 -M2 P4 -m2',1
'-M3 M2 -M2',1
'-M2 M2 M2 m2',1
'M2 -M2 M2',3
'M2 -m3 m2 M2',1
'-M2 P4 -M2',1
'-m3 m3 -m2 -M2',1
'-M2 -m3 M2 m2',1
'P4 -m2 P4 -M2',1
'm2 -P5 -m2',1
'm3 -m2 -M2 -M3',1
'-M2 -m2 -M3 M2',1
'-P5 -m2 -M2 P4',1
'm2 -m3 P1',2
'-M2 -P5 M2',1
'-P4 m3',1
'P4 -M2 -M2 M2',2
'-M2 P5 m3 -m2',1
'-M2 -m3 m2 M2',1
'M2 M2 M2 m2',2
'-m3 M2 m2',3
'm6 -m3 M2',1
'M2 m2 M2 -M2',3
'M2 -M3 P4',2
'P8 M2',1
'M2 -M2 P4 -m2',1
'm2 -m3 P1 P5',1
'-M3 P4 -m2 -M2',1
'-m6 m3 M2',1
'P1 M2',5
'm2 M2 P1 -m3',1
'P5 M3 P1 -M2',1
'P4 M2 m2',1
'-M3 P5',1
'm2 P1',3
'-P4 P4 -M2',1
'-P5 m6',1
'M2 M2 -P5 m3',2
'M2 m2 P1 -m6',1
'm6 -m2 -M2 -M2',1
'-P5 P5 M3 P1',1
'm3 -M2 -m2',1
'M2 -P5 m6 -m2',1
'P4 -m2 P4',2
'-m2 -M2 M2 -M2',1
'-m2 -M3 m3',1
'P5 m3 -m2 -M2',1
'-m3 -M2 -M2 P4',1
'M2 m3 -m2 P1',1
'P5 -M2',1
'-M3 M2 -M3 -m2',1
'-P5 m3 M2',1
'-m2 m2 M2 P1',1
'm2 -m2 m2 -m3',1
'-M3 m3 -m2',1
'-M3 M2 M2 -M3',1
'-m3 m2 -m2',2
'm2 -P5 -m2 -M2',1
'-P5 -m2 -M2',1
'-M2 P4 -m2',5
'-P4 m3 -m2 -M2',1
'M2 m2 -P5 P5',1
'M2 M2 -M3 M2',1
'-P4 m2 P1 -m2',1
'M2 -P5 M2 -M2',1
'-M2 -M2 -m2 m2',2
'-P4 M2',2
'-P5 P4',1
'-M2 -M2 P8 M2',1
'P1 -m2 -M3',1
'P1 -m2 m2',1
'-M2 P8 M2',1
'-m6 m3 M2 M2',1
'P8 -m2 -M2',3
'-m2 -M2 -M2 M2',4
'M2 -P4 P4 -M2',1
'P5 -M2 -m3 M2',1
'M2 m3',5
'-P4 M2 m2',1
'm3 M2',3
'm2 M2 -M2 M2',1
'P1 -m6 m3 M2',1
'M2 -P5 P4',1
'P4 -P5 P5',1
'-m2 -M3 M2 M2',1
'-m2 m2 M2 -m3',2
'-M2 -M2 P1 -m2',1
'm3 -m2 -M2 -M2',3
'-M3 P8',2
'M2 M2 M2 -P5',1
'M2 -M2 -P5',1
'-M2 M2 -m3',1
'-P5 M2 M2 -P5',1
'-P5 M2 m3',1
'M2 -m3 m2 -P5',1
'm2 M2',15
'P8 -m2',4
'-M2 -P5',1
'P1 -m3 M2',1
'm2 M2 P1',1
'm2 -m3 M2 m2',2
'-P4 P4',1
'M2 -M2 M2 M2',1
'P1 -m3 M2 m3',1
'-M2 M2 -M3',5
'-m3 P4 -P5',1
'-M3 P1 M2 -M2',1
'-m3 P1',2
'-M2 -M2 -m3 m2',1
'P1 M2 M2',3
'M2 m2 -m2 P1',1
'-m3 M2 m2 M2',1
'M2 m3 -M2 -m2',1
'-m2 -M2 M2 m2',3
'-P4 m2 P1',1
'-m3 m2 -m2 m3',1
'P8 -m2 -M2 -m3',1
'M2 M2 m2 -m3',1
'-M2 M2 -m3 P4',1
'-M3 P1',1
'-M2 -m2 m2 -m2',1
'M2 M2 -M2 -M2',3
'M2 M2 -M2 P4',1
'-M2 P1 -m2 -M2',1
'-M2 -m3 -M2',1
'm3 -m2 -M2 P5',1
'M2 -M2 -m2',3
'M2 -M2 -M2 P4',1
'-M2 P5 M2 M2',1
'P1 -m3 -M2',1
'M2 -M2',19
'M2 m2 -m2',5
'P1 M2 -M2',1
'-P5 P8 -m2 -M2',1
'-M3 M2 -P5 M2',1
'm2 M2 M2 -P5',2
'M2 -m3 m2 -m3',1
'M2 M2 -P5',6
'm2 -m2 -M2 m3',1
'P4 -M2 -m3',1
'm2 -m2 m3',1
'-m2 P1 -M2',2
'-M2 M2 M2',2
'-P5 m3',2
'M2 -M3 P4 -m2',2
'-M2 P4 -M2 -m3',1
'P4 -M2 -M2',3
'-M3 -m2',1
'-m3 M2 -m3',1
'M2 P1',1
'-m2 -M2 -m3',1
'-m2 P1',2
'-M3 M2 -P5',1
'-M2 -m2 -M2 M2',3
'-M2 -M3',1
'm6 -m3',1
'-m2 m3',1
'-M3 m3',1
'P1 M2 -M2 -m2',1
'-m2 -M2 -M2 -m3',1
'M2 m2 M2 -P4',1
'-M2 -m2',12
'P1 -m3 -M2 m2',1
'M2 M2 m2 M2',4
'M2 -M2 -M2 -m2',3
'-m2 P4 -M2 -M2',2
'-M2 m2 -m3 M2',1
'-m6 m3',1
'M2 -M2 -M2',7
'M2 m2 -m3 P1',1
'-M3 M2 m3',1
'-P5 M2 -M2',1
'm2 -P8',1
'M2 m2',21
'm3 -m2 P1',1
'P4 M2 M2 -P5',1
'-P5 P5 M3',1
'M2 m2 -m2 m2',2
'P4 -m2 -M2 -M2',1
'P5 -m3',1
'm2 -m2 m2 M2',2
'-M2 M2 m2',4
'-M2 M2 -P4',1
'M2 -M2 M2 -M3',1
'-m3 M2 m3 -M2',1
'-m2 -M2 -M3',1
'M2 -P5 m3 M2',1
'm2 -P8 M2 m2',1
'M2 P1 -m3 -M2',1
'-m3 M2 m3',1
'M2 M2',28
'm2 M2 M2 -M3',1
'-P5 m3 -m2 -M2',1
'm2 M2 -P4 M2',1
'-M2 -M2 M2',6
'-m2 m2 M2 -M2',1
'm2 P1 -m2 -M3',1
'-P5 m3 M2 M2',1
'P5 m3',1
'-M2 -M2 P8 -m2',1
'P1 -m2 -M3 P8',1
'-M2 -M2 P1',1
'm2 M2 -M2 -m3',1
'P8 M2 -m3 m2',1
'-P5 P5 -M2 -m3',1
'-m2 -M3 M2',4
'P1 -M2 M2 -M3',2
'-m3 M2 -M2 -M2',1
'M2 -P5',7
'-P5 M2 M2',3
'm2 -m3 m2 M2',1
'-m3 -M2 M2 M2',1
'P5 -M2 -m3',1
'M2 -P5 m6',1
'-M2 m6 -m3',1
'-m2 m2',11
'-m2 -M2 m3 -m2',1
'-M2 -M2 P8',2
'-P5 M2 M2 M2',2
'm2 M2 -P4 P4',1
'-m2 -M2 -M2 P1',1
'M2 -P4',4
'm2 M2 m3',1
'-m2 m2 -P8 M2',1
'-P5 -m2',1
'P4 -m2',8
'M2 -M2 M2 -M2',1
'-M2 -M2 m6',1
'm2 -m3 M2',3
'P1 M2 M2 -M2',2
'-M2 -P5 M2 m3',1
'-m3 -M2 P4 -M2',1
'M2 -P5 m3 -m2',1
'-M2 M2 -M3 M2',4
'M2 M2 m2',11
'-P5 M2 -M2 M2',1
'-m2 P4',3
'M2 -M3 M2 -P5',1
'm3 -m2 -M3 M2',2
'-M2 M2 -M2 -M2',3
'-M2 -M2 M2 -M2',2
'P8 -m2 m2 -P4',1
'P4 -P5 P5 -M2',1
'm2 -P5',4
'-m2 -M2 P5',1
'-M2 -M2 m6 -m3',1
'-M2 M2 m2 M2',2
'm3 -m2 -M3',2
'M2 -m3',7
'-m2 -M2 -M2 -M2',3
'P4 M2 M2 -M2',1
'P4 -m2 -M3',3
'-m3 -M2 M2 m2',1
'-M2 P8 -m2 m2',1
'M2 -P5 m3',2
'M2 m2 P1',1
'm2 -m2 P4 -M2',1
'm2 -m3 -M2 P5',1
'-m2 m2 -m3 P1',1
'-M2 -M2 -m2 -M2',6
'-M3 P8 -m2',2
'P1 -M2',3
'M2 m2 -P5',3
'M2 -M2 -m2 m2',1
'M3 P1 -M2',1
'-m2 m2 P1',1
'M2 -P4 m3 -m2',1
'-M2 P5 M2',1
'P4 -M2',4
'm2 -P4 M2',1
'-m2 P4 M2 m2',1
'-M2 m3 -m2',1
'P5 m3 -m2',1
'-M2 P5',2
'm2 -m3 -M2 P4',1
'm2 -m3 m2',1
'P8 -M2 -M2 -m2',1
'-M2 -m3 M2',2
'M2 -M3 M2 m3',1
'-P5 P4 -m2',1
'P5 M2 M2',1
'm3 M2 -M2 M3',1
'm3 -P5 P8',1
'-M2 P5 m3',1
'M2 -M3 M2 -M3',1
'-M2 -m3 m2',2
'm2 M2 -m3 m2',1
'M2 -M2 -m3',1
'-m2 m2 -P8',1
'-M2 M2 -P4 m2',1
'-M2 P8 -m2',1
'-m2 -M3 P5 -m3',1
'-m3 m2 -P5',1
'-m2 m2 -m2 -M2',1
'-m2 m2 -m3',3
'm3 -P5',1
'M2 -M2 -m3 M2',1
'M2 m2 -m2 -M2',1
'-m3 M2 -M2',1
'm2 -m2 m2',3
'-M2 -M2 P4',3
'M2 -M3',10
'm3 -m2 P1 -M2',1
'M2 -M2 P4',1
'P5 -m3 m3 -m2',1
'-M2 P1 -m2 m2',1
'P1 P5',1
'-M2 M2',17
'-m2 -M2 m3 -P5',1
'm3 -M2 -m2 -M2',1
'-m2 m3 M2 -M2',1
'P1 -M2 -M2',1
'-M2 -M2',28
'-m3 P1 M2',1
'-m2 -M2 -M2 -m2',2
'P1 -m2',4
'm2 P1 -m2',1
'-m2 P4 -M2',2
'-m2 m2 -P4 M2',1
'-P5 P4 -m2 m2',1
'-m2 -M2 M2',4
'-M3 P5 -m3',1
'M2 -M3 P1 M2',1
'-M2 P4 -m2 -M3',3
'm2 -m3 M2 -M2',1
'-m3 -M2',9
'-M2 -M2 M2 -P4',1
'm6 -m2',1
'-P8 M2',1
'-M2 P1',2
'-M3 P1 M2',1
'P4 -m2 m2 -m3',1
'M2 P1 -m3',1
'M2 -M3 -m2',1
'-M2 -M2 P4 -m2',3
'M2 m3 -m2 -M2',1
'-M3 M2 -M3',1
'P1 -M2 M2',2
'm2 P1 -m6 m3',1
'-m2 -M3 P8 -m2',2
'P4 -m2 -M3 P8',1
'-m2 -M3 m3 -m2',1
'-M2 P4 M2',1
'M2 M2 -P5 M2',1
'-m2 P1 -M2 M2',2
'-M2 m2',1
'm3 -P5 P8 -m2',1
'-m2 -M2 -M2',12
'-P5 m3 -m2',1
'M2 M2 M2',3
'P1 -M2 -M2 P4',1
'-M2 -M2 M2 -m3',1
'-P5 m6 -m2',1
'-m2 -M3',8
'-M3 P8 -m2 -M2',2
'M2 -P4 M2',1
'M2 m3 -m2',4
'-M3 P4 -m2',2
'm2 -m2',8
'-M2 P4 -m2 P4',2
'm2 -m2 -M2',2
'-m3 P4 -P5 P5',1
'M2 M2 -M3',2
'm3 -m2 -M2 m3',1
'M2 M2 -P4 m3',1
'-P8 M2 m2 -m3',1
'P4 -m2 -M3 m3',1
'm2 M2 -M2 -m2',1
'M2 m2 -m2 P4',1
'm2 -m2 -M2 -M2',1
'-M2 P8',2
'P1 -m2 m2 -m3',1
